3854	E3854	D3854		75			2							
3897	E3897	D3897		75			2							
3950	E3950	D3950		75			2							
4319	E4319	D4319		75			2							
4369	E4369	D4369		75			2							
4505	E4505	D4505		75			2							
4518	E4518	D4518		75			2							
4652	E4652	D4652		75			2							
4757	E4757	D4757		75			2							
4880	E4880	D4880		75			2							
5023	E5023	D5023		75			2							
5062	E5062	D5062		75			2							
5067	E5067	D5067		75			2							
517	E517	D517		75			2							
5203	E5203	D5203		75			2							
5436	E5436	D5436		75			2							
5453	E5453	D5453		75			2							
5577	E5577	D5577		75			2							
5793	E5793	D5793		75			2							
5920	E5920	D5920		75			2							
605	E605	D605		75			2							
614	E614	D614		75			2							
69	E69	D69		75			2							
740	E740	D740		75			2							
880	E880	D880		75			2							
940	E940	D940		75			2	

[Schedule_Crew1]
;index	type	starttime	endtime
5	3	1800	16200
18	3	16200	30600
39	3	30600	41400
11	3	41400	55800
40	3	55800	66600
15	3	66600	81000
3	3	81000	95400
6	3	95400	109800
7	3	109800	124200
35	3	124200	135000
3	1	135000	138600
16	3	138600	153000
28	3	153000	163800
14	3	163800	178200
30	3	178200	189000
1	3	189000	207000
33	3	207000	217800
20	3	217800	232200
13	3	232200	246600
3	2	246600	271800
12	1	271800	272700
19	1	272700	274500
18	1	274500	279900
18	2	279900	290700
20	1	290700	293400
92	3	293400	300600
20	2	300600	311400
53	3	311400	318600
97	3	318600	325800
17	1	325800	327600
26	1	327600	329400
71	3	329400	336600
73	3	336600	343800
50	3	343800	351000
60	3	351000	358200
90	3	358200	365400
37	3	365400	376200
56	3	376200	383400
68	3	383400	390600
22	1	390600	392400
22	2	392400	403200
67	3	403200	410400
54	3	410400	417600
70	3	417600	424800
12	2	424800	435600
38	3	435600	446400
65	3	446400	453600
19	2	453600	464400
17	2	464400	475200
82	3	475200	482400
26	2	482400	493200

[Schedule_Crew2]
;index	type	starttime	endtime
26	3	1800	12600
4	3	12600	27000
4	1	27000	29700
21	3	29700	40500
15	1	40500	43200
25	3	43200	54000
17	3	54000	68400
12	3	68400	82800
6	1	82800	86400
4	2	86400	111600
7	1	111600	113400
10	3	113400	127800
19	3	127800	142200
8	1	142200	145800
8	3	145800	160200
22	3	160200	171000
15	2	171000	181800
8	2	181800	199800
9	3	199800	214200
6	2	214200	232200
7	2	232200	250200
76	3	250200	257400
25	1	257400	258300
42	3	258300	265500
44	3	265500	272700
79	3	272700	279900
83	3	279900	287100
93	3	287100	294300
63	3	294300	301500
59	3	301500	308700
62	3	308700	315900
45	3	315900	323100
57	3	323100	330300
95	3	330300	337500
14	1	337500	339300
49	3	339300	346500
48	3	346500	353700
80	3	353700	360900
21	1	360900	365400
13	1	365400	367200
21	2	367200	378000
55	3	378000	385200
25	2	385200	396000
13	2	396000	406800
61	3	406800	414000
74	3	414000	421200
31	3	421200	432000
69	3	432000	439200
51	3	439200	446400
77	3	446400	453600
14	2	453600	464400
89	3	464400	471600
58	3	471600	478800

[Schedule_Crew3]
;index	type	starttime	endtime
0	3	1800	23400
5	1	23400	28800
9	1	28800	32400
9	2	32400	46800
11	1	46800	50400
2	1	50400	54000
1	1	54000	55800
0	1	55800	58500
0	2	58500	105300
11	2	105300	119700
1	2	119700	144900
29	3	144900	155700
34	3	155700	166500
5	2	166500	191700
2	3	191700	209700
32	3	209700	220500
10	1	220500	225000
10	2	225000	239400
27	3	239400	250200
2	2	250200	275400
36	3	275400	286200
96	3	286200	293400
85	3	293400	300600
78	3	300600	307800
24	1	307800	309600
87	3	309600	316800
16	1	316800	320400
24	2	320400	331200
16	2	331200	342000
66	3	342000	349200
84	3	349200	356400
23	1	356400	358200
23	2	358200	369000
86	3	369000	376200
41	3	376200	383400
91	3	383400	390600
23	3	390600	401400
47	3	401400	408600
94	3	408600	415800
81	3	415800	423000
64	3	423000	430200
88	3	430200	437400
43	3	437400	444600
75	3	444600	451800
52	3	451800	459000
46	3	459000	466200
24	3	466200	477000
72	3	477000	484200

[Decision_Variable]
;index	type
